anonymised_donor_id,age_group,country,donation_amount,donation_date,payment_method,newsletter_opt_in,referral_channel,sector,campaign,donation_year,donation_month,donation_day,gender_Female,gender_Male,donation_type_Monthly,donation_amount_category
d61bcd78b2c9251b2cbd89abefe3c208d21a7a3b50e9c985210f3e90eaee91e3,30-49,Brazil,1.98,2025-02-24,Credit Card,False,Word of mouth,Healthcare,Wildlife Rescue Van Drive,2025,2,0,1,0,0,Low
1d7ec3dcb35269d9960c499b6e592d5c886c1b00c83822cc2e1a9337df3afd43,66-80,USA,61.47,2024-07-18,Cheque,False,Social Media,Others,Rescue Orphaned Gorillas,2024,7,3,1,0,1,Medium
b3485b9cf97226ce1aa625c136fbc901f801a9a4283bd9bca26a36d50cef36fc,50-65,UK,13.58,2023-10-14,Bank Transfer,True,Website,Agriculture,Wildlife Rescue Van Drive,2023,10,5,0,1,0,Low
27070e8cca43442fbdd9eddff00b502da1669c459edc010d9077af003af45b91,18-29,UK,19.06,2025-02-02,Cheque,True,Word of mouth,Retail,Wildlife Rescue Van Drive,2025,2,6,0,0,0,Low
406093fab892b6fb7a2a2affce1b76e170b2fc4b39f1fc6ab74e4014c74e46af,30-49,UK,182.09,2023-12-07,Paypal,False,Newsletter,Real Estate,Defend the Great Apes,2023,12,3,0,1,1,High
b9b085ed5bb3c8713ed8dfe2540a87b90a6c2ba28de971facb1205ad77e33f82,18-29,Canada,6.81,2025-02-27,Credit Card,False,Word of mouth,Government,Habitat for Hope,2025,2,3,1,0,0,Low
d641943d6be7cb1701febef2b0efae9f2d9b8010de10e03563d038edb8672f94,18-29,Germany,5.41,2024-03-19,Paypal,False,Website,Agriculture,Marine Mammal Defense Mission,2024,3,1,1,0,0,Low
d025eb2cb814155e2c894d594d79b4a044f8fd3341f9794b6d374bc2eb88cc31,18-29,USA,2.49,2024-06-12,Cheque,False,Word of mouth,Arts & Culture,Rescue Orphaned Gorillas,2024,6,2,1,0,0,Low
fd4dc653bb77c3b0d6b2da6a1508ef96862ab45b8e3baaaa85d6970c0aa16f28,50-65,India,169.37,2023-06-19,Credit Card,False,Online advertising,Construction,Reforest the Sanctuary,2023,6,0,0,1,1,High
652531e788c37360ad84f60f0890e0945c0af123fcea0bc0d8a8cb5f2001f98f,50-65,USA,11.12,2025-02-11,Bank Transfer,True,Website,Nonprofit,Habitat for Hope,2025,2,1,1,0,0,Low
ccc409053300ca40f9d4e7dd7d2b0b49eb5b425cbf135a7b1401994611a4a759,30-49,Finland,6.25,2023-07-16,Credit Card,False,Social Media,Education,Wildlife Rescue Van Drive,2023,7,6,0,1,0,Low
9cef6b1dc8781eb9101a2e74f33fd389a66f8969fc6227fc0a17d49ee9174dc8,50-65,France,34.26,2023-10-20,Paypal,False,Social Media,Others,Marine Mammal Defense Mission,2023,10,4,0,1,0,Medium
c5d69d3a92ba3e0261e934e63e48e08126ca4e6216d334bf55a11411453f9438,30-49,UK,19.72,2024-07-06,Cheque,True,Online advertising,Healthcare,Defend the Great Apes,2024,7,5,0,1,0,Low
1338620897f042da55b801489f002879b0061d7ff2e9643e4c27c4f21c635958,30-49,UK,124.54,2024-09-30,Bank Transfer,False,Word of mouth,Law,Jungle Education Project,2024,9,0,0,1,1,High
1000741e34697068daa0c347054d5950ecaabd8f34c01a3bc3c450f3bc08c54e,50-65,Germany,170.01,2025-03-01,Paypal,True,Word of mouth,Healthcare,Habitat for Hope,2025,3,5,0,1,0,High
922e236fbefe1208f04e08ad8f56a44b82635d9b76c5d372ebcbd11e7bb239a8,18-29,USA,76.61,2024-01-18,Paypal,False,Local event,Government,Marine Mammal Defense Mission,2024,1,3,0,1,1,Medium
838db84478b857f924945c18153c79b03ae7bdc61a027c3b3dcd71c99b029dce,18-29,UK,7.73,2024-01-30,Credit Card,True,Online advertising,Pharmaceuticals,Wildlife Rescue Van Drive,2024,1,1,1,0,0,Low
1bb9a0a44cb7c2cfba6d5a950d280cc88610e7d56fa4ce7bdd1e5f9ef5677e20,50-65,UK,83.27,2024-08-20,Paypal,True,Local event,Arts & Culture,Jungle Education Project,2024,8,1,1,0,0,Medium
d957a5ffc9c882d81420942428bb5d5e6642d4c67934bcd17efa8c7dc13cc93c,30-49,UK,21.09,2025-01-01,Bank Transfer,False,Local event,Hospitality,Habitat for Hope,2025,1,2,0,1,0,Low
8ec680374c0b00fafa37c79e78f5b636df0bbfe95e0fd68a0d6e243a4fb2eb02,18-29,USA,17.33,2024-09-30,Bank Transfer,False,Newsletter,Pharmaceuticals,Marine Mammal Defense Mission,2024,9,0,0,1,0,Low
1d5b92785edb86f2f2a2bd602f1c99598f2e457b46ccdd0af526c27858ff3f64,66-80,UK,11.43,2024-05-28,Cheque,True,Newsletter,Healthcare,Habitat for Hope,2024,5,1,1,0,0,Low
56a8ff6bbf78cc4518626e66a8ab287db139fb541135780ffcbb16d7fdaf3859,30-49,USA,8.22,2025-03-02,Credit Card,False,Website,Media & Communication,Wildlife Rescue Van Drive,2025,3,6,0,1,1,Low
09e4400c58675eb6e90c6ae8e59a967d3c0ad6913919fd705f8f4db19e34ed6c,30-49,USA,48.43,2024-11-17,Paypal,False,Online advertising,Hospitality,Jungle Education Project,2024,11,6,1,0,1,Medium
b813eabb981a7cf0afacdd06e7e39bb6608746cdd3af2a88a5af27ed22ec0008,66-80,Australia,16.06,2024-02-03,Paypal,True,Social Media,Pharmaceuticals,Defend the Great Apes,2024,2,5,0,1,1,Low
9379efe310694981e712152320bafafe3ea2e909d19ce4cc9e9fb27663716ed9,66-80,USA,14.77,2025-05-15,Bank Transfer,False,Online advertising,Law,Jungle Education Project,2025,5,3,1,0,0,Low
59e59aa04d810bdf98a0210321f51ea7530bebdf106d050eff424a2612431cff,50-65,USA,151.2,2023-12-10,Bank Transfer,False,Local event,Healthcare,Wildlife Rescue Van Drive,2023,12,6,0,1,1,High
3fe69e6631ccd1f8c71f0260ba90383785c0c9e3c6a9c880ad597da793ddf930,50-65,Netherlands,12.18,2025-01-01,Cheque,True,Website,Construction,Defend the Great Apes,2025,1,2,0,1,0,Low
dd79fc9cbbd7f4359d2f7cce8168de942ddaaa6b7ad32277774460aca4a9f832,50-65,UK,184.25,2024-06-04,Credit Card,False,Local event,Finance/Banking,Wildlife Rescue Van Drive,2024,6,1,1,0,1,High
7cc4bf2818a21aaa68e3277e43806e8740e50e93b1bbd24d215b2f4edc3a0519,50-65,South Africa,192.08,2024-12-07,Credit Card,True,Website,Science & Research,Rescue Orphaned Gorillas,2024,12,5,0,1,1,High
a30e48b1377a24d9255e24a6c92b32ab7a5a5aab83c8e92bdf87c0dab68cd0c6,30-49,France,3.26,2024-09-07,Credit Card,True,Social Media,Energy,Reforest the Sanctuary,2024,9,5,0,1,0,Low
06f6e43d4ebda04a845b12ed8eee4248b9a327f50909df45dbfc9874565f4250,30-49,France,90.06,2024-07-21,Cheque,True,Newsletter,Retail,Habitat for Hope,2024,7,6,0,1,0,Medium
3f6366adaadc5f95d5f7a54ddf371a61b0449f57226ef34fb06611c178a8c784,50-65,USA,9.11,2024-09-18,Bank Transfer,True,Newsletter,Hospitality,Wildlife Rescue Van Drive,2024,9,2,1,0,0,Low
57c6fad49f036567624c4f47465814d220ad4f72bd8a8f03b90f06fbf3f1438c,50-65,Netherlands,13.85,2024-09-05,Cheque,False,Social Media,Construction,Habitat for Hope,2024,9,3,0,1,0,Low
baaba85e15ce79a284337c039a4e8ba15921013f5705c5402fd9fa780782a153,50-65,India,31.01,2024-10-06,Paypal,True,Online advertising,Others,Habitat for Hope,2024,10,6,0,1,1,Medium
6c8aea9586683db5c7b89d724fafe10f0a36f67c75269bd799ac1c1b8a903e7f,30-49,Australia,166.81,2024-07-09,Bank Transfer,False,Online advertising,Technology,Marine Mammal Defense Mission,2024,7,1,0,1,1,High
bb2dc279a884cc8d12baa72523234c8b33f31681c820047777ddc558683e54dd,30-49,India,142.35,2025-05-18,Bank Transfer,False,Newsletter,Arts & Culture,Reforest the Sanctuary,2025,5,6,1,0,1,High
5f74ab3766613c2da97dce28888e04541e533a9d05239193fb50c334b46e5e11,50-65,USA,8.83,2024-06-18,Bank Transfer,True,Website,Media & Communication,Rescue Orphaned Gorillas,2024,6,1,1,0,0,Low
1cc8d6856cb30f0d61c2f2bc424b7b289b5c35139d21428ee0e8d2ed7e3f9d89,30-49,Canada,113.73,2023-07-25,Bank Transfer,False,Website,Others,Wildlife Rescue Van Drive,2023,7,1,1,0,1,High
42b2b72ad31af9b9cc99aee7ab9a2432444dab3eccbb77df7032b83a95f10385,18-29,South Africa,16.34,2025-06-10,Cheque,False,Local event,Retail,Rescue Orphaned Gorillas,2025,6,1,0,1,0,Low
62f9d466065c2352585de5c1ad4237aa045dc4826197509733381b003f5a4e61,66-80,Germany,19.45,2023-08-15,Credit Card,True,Online advertising,Finance/Banking,Marine Mammal Defense Mission,2023,8,1,0,1,0,Low
35b5461cfda046e4acd1ad017d8e455ee039cf68c543fe69542ee7a136d00267,50-65,Australia,227.95,2023-12-23,Cheque,False,Newsletter,Consulting,Rescue Orphaned Gorillas,2023,12,5,0,1,1,High
fdc4d6d19dc7bde21281f9a21ca789195606376f8185d728b3f64eaf9a3ed57e,66-80,UK,115.55,2023-10-15,Bank Transfer,True,Website,Consulting,Habitat for Hope,2023,10,6,1,0,1,High
9bc35ab6505372bffd62c4f518abd6dddf0fe312b27363ab12706c22498e52d0,66-80,Canada,0.67,2023-08-07,Paypal,False,Local event,Construction,Habitat for Hope,2023,8,0,0,1,0,Low
5475a54d0f572e38f5868a9a9f457b21afd98ca77da8ee9669c0e1122a9686f4,30-49,UK,29.54,2025-01-18,Credit Card,False,Newsletter,Pharmaceuticals,Wildlife Rescue Van Drive,2025,1,5,0,1,0,Medium
e0948dedb7677828e19dcd46e26ff05a8e994834823f55980b8e974410f99cca,50-65,USA,196.76,2024-12-28,Credit Card,False,Local event,Energy,Rescue Orphaned Gorillas,2024,12,5,0,1,1,High
05e0039b1baa5c3d17222fbeed3c8ccbd3c1265099a2b958defe930bc5112104,30-49,UK,145.26,2023-08-17,Credit Card,True,Online advertising,Others,Marine Mammal Defense Mission,2023,8,3,1,0,0,High
845248092b709ad8095e738d5675767327fb6f631c69df5de359d2b8d8e6759b,50-65,Finland,19.38,2024-11-29,Cheque,True,Social Media,Environment,Defend the Great Apes,2024,11,4,0,1,1,Low
ed8d9004ece711f68970b7739ef1a421629ea81852b8f84a3ba3cb413ac186c1,66-80,Brazil,6.7,2023-10-14,Paypal,True,Word of mouth,Education,Jungle Education Project,2023,10,5,1,0,0,Low
d73b6f5106898a314e6a26bd5e8a950bb69011797594e807411329b69faf2b70,66-80,Netherlands,5.71,2024-12-22,Cheque,False,Online advertising,Arts & Culture,Jungle Education Project,2024,12,6,1,0,0,Low
57704de4fc52ccce1f630ca1cce04c851ce4faa71ef424f62ebb55d5afe0fa87,18-29,Germany,11.39,2024-06-26,Paypal,False,Newsletter,Nonprofit,Jungle Education Project,2024,6,2,1,0,0,Low
de200e53e9af33b6278e68d3dc0ed08b88bcadf93d15324471f912b16c8ccad5,30-49,France,126.11,2024-12-15,Bank Transfer,True,Word of mouth,Construction,Habitat for Hope,2024,12,6,0,0,0,High
9ec290cb8d85bd678bb1683aa64e58b2fd18adfe4831fbba65f854e8a5b9aaf6,66-80,USA,13.63,2024-06-13,Cheque,True,Newsletter,Retail,Marine Mammal Defense Mission,2024,6,3,0,1,0,Low
75ca599b41fc9b1f23eb8a6775bee10f8d88ac2ab7fe8e562efc8e1a0e16874e,50-65,USA,7.47,2024-05-14,Cheque,False,Social Media,Environment,Reforest the Sanctuary,2024,5,1,1,0,0,Low
2f379aa2d2d8724d3e674c197f486e20cf60600848f8a240bc8aef11987ee06e,30-49,Australia,138.99,2024-04-16,Cheque,False,Social Media,Healthcare,Rescue Orphaned Gorillas,2024,4,1,1,0,1,High
943d1a2f47f6c37fab0fe29c368d325e18f1743f499c64229eb99e27aecf01ac,30-49,USA,62.18,2024-08-25,Cheque,True,Social Media,Logistics,Wildlife Rescue Van Drive,2024,8,6,1,0,0,Medium
8b58e713b473b8fe3a564b59eed9df8d1f6ddfe51aa8a197d501646b10972200,30-49,New Zealand,13.08,2024-11-29,Bank Transfer,False,Newsletter,Science & Research,Rescue Orphaned Gorillas,2024,11,4,0,1,0,Low
2438f868231b36e9a84cd640f382ef24a83b4729697848a7facf9d3c5cad95d2,30-49,South Africa,87.4,2024-02-01,Paypal,False,Local event,Hospitality,Habitat for Hope,2024,2,3,0,1,0,Medium
257552b5d34c86b83b0d05f6151f1b067a63c07fe4b7124ca423a5dbd3691ea3,50-65,Germany,92.11,2025-05-22,Cheque,True,Online advertising,Government,Rescue Orphaned Gorillas,2025,5,3,0,0,0,Medium
dfa11cf6417daedbdc41fcfd07b140fde79ef853e02f660d349f8027a36bb826,50-65,France,16.13,2024-04-14,Cheque,False,Newsletter,Nonprofit,Reforest the Sanctuary,2024,4,6,1,0,0,Low
2ce457bda74996a6cf4f139f5a55a7265c09e44579ab2286817b948101c19aec,30-49,USA,11.22,2023-07-04,Paypal,True,Online advertising,Pharmaceuticals,Reforest the Sanctuary,2023,7,1,1,0,0,Low
f4565fbb0cb9a4cd3fb7e7dea5f9f70190378ea5b76e1d40258c2acd4f7e3d2c,18-29,UK,87.77,2025-03-01,Credit Card,True,Local event,Hospitality,Reforest the Sanctuary,2025,3,5,1,0,1,Medium
a89e06f02be0f3acf7e752f0c5bb8b35a5609be0f2a8d7ebaf3188ef90d8658f,30-49,USA,126.42,2023-10-29,Credit Card,True,Newsletter,Construction,Habitat for Hope,2023,10,6,0,1,1,High
d9bbbdea5d8663b49acc9ef36ba3de8d92ebbb75039ba5b103c5f092008554c8,50-65,USA,22.27,2024-07-24,Credit Card,False,Word of mouth,Healthcare,Defend the Great Apes,2024,7,2,1,0,0,Low
a5708912c622df11b09a57daa26143648c04ab874a7e77a5c40b41e0d2399d57,30-49,France,161.47,2024-11-03,Cheque,True,Social Media,Logistics,Marine Mammal Defense Mission,2024,11,6,0,1,1,High
0cb3d545a82aac038ee99531e4260668324eda8d4a0ac60cf1602f291a2eacf6,30-49,Canada,13.94,2023-07-17,Paypal,False,Online advertising,Media & Communication,Rescue Orphaned Gorillas,2023,7,0,0,1,0,Low
ca9534151ff34c2b4ca17b8b3914c64d6b82d7e253974a3492e0e6205a885242,50-65,Germany,44.73,2023-08-07,Cheque,True,Newsletter,Finance/Banking,Reforest the Sanctuary,2023,8,0,0,1,0,Medium
0bbf4eb5a14985b7414dad70ec63145940c51c4ad8ad2052e2e96caecd88e1b6,50-65,Australia,53.24,2024-03-07,Credit Card,False,Newsletter,Law,Reforest the Sanctuary,2024,3,3,0,1,1,Medium
7cbcacbc5a291d4ccdf6033ceefa8421c23ddfbad3432b73fc6ed57c3b3bb89d,66-80,New Zealand,29.91,2023-08-16,Credit Card,True,Website,Finance/Banking,Reforest the Sanctuary,2023,8,2,0,1,0,Medium
74a0ca7821569c7bc6cba614e6b0988de8d954dd4758dec5f617820f6d07727a,66-80,UK,2.49,2023-06-30,Bank Transfer,False,Newsletter,Nonprofit,Marine Mammal Defense Mission,2023,6,4,0,0,0,Low
317b0adcdd44aa11dafe47aaf84fd83631d03a8c8282528335c1e1c9fd133b75,50-65,Germany,45.71,2024-06-24,Paypal,False,Online advertising,Environment,Rescue Orphaned Gorillas,2024,6,0,0,1,0,Medium
989f8658b5be0c5c5244373c20120d8d33ced721cab2ddc75c536f191f0591aa,30-49,France,187.19,2023-11-02,Bank Transfer,False,Newsletter,Government,Defend the Great Apes,2023,11,3,1,0,0,High
1646e9d42c91f5ee14b7242a65e60b552b974377f9d744d223697cf2ba3f63fa,50-65,UK,24.53,2024-07-07,Credit Card,False,Website,Arts & Culture,Rescue Orphaned Gorillas,2024,7,6,1,0,0,Low
dd9e2915a519549352b6d2beb146ce0518bff710eb77faea2b8b706d365c0cb3,50-65,USA,93.72,2023-12-17,Credit Card,True,Local event,Environment,Wildlife Rescue Van Drive,2023,12,6,0,1,1,Medium
0a79eac5582d83a8ba126fe5800bfc1b4f31cc782e75af291237ff20569c3c42,30-49,UK,98.01,2025-06-01,Cheque,False,Local event,Technology,Reforest the Sanctuary,2025,6,6,0,1,1,Medium
e86a9a0a75e6afc6fa2a514f7e750bc76da4cd103b45d0aa9e35f7fab030c3ef,50-65,USA,40.46,2024-09-28,Bank Transfer,False,Online advertising,Real Estate,Wildlife Rescue Van Drive,2024,9,5,0,1,0,Medium
d3918b775d8a6d64ab2dcc9cf7f57fefba04dd84cd7daf2641e1f95b7f09ffcb,50-65,Finland,142.18,2024-12-13,Bank Transfer,False,Newsletter,Pharmaceuticals,Habitat for Hope,2024,12,4,1,0,1,High
4cead6378d3abc72649f44b01ac3c75e65d8b0392d2b81978791aa1c1d6aa0ac,50-65,Canada,16.81,2024-08-11,Credit Card,True,Social Media,Science & Research,Habitat for Hope,2024,8,6,1,0,0,Low
731e7b053768334b710c3e10f60952605a888b55379b29ea552843f09136b527,30-49,France,33.29,2023-11-15,Cheque,True,Word of mouth,Energy,Marine Mammal Defense Mission,2023,11,2,0,1,1,Medium
826f6dbbc9716baeef2bcc4f48fd358ea1cfa170c5493c4f470abacda2cdfa11,50-65,UK,91.26,2024-04-13,Paypal,False,Word of mouth,Logistics,Defend the Great Apes,2024,4,5,1,0,1,Medium
90746ddba5a6a49231d9ef36bd8fce60ada9118fbfb395ac4cd203fce22f9bda,30-49,UK,33.94,2023-11-16,Paypal,True,Local event,Education,Defend the Great Apes,2023,11,3,0,1,0,Medium
7e1610d978ac72bdb6ac4c15c478349763e11a0afc75b5fe51aecebd2f540728,66-80,Australia,7.82,2025-05-11,Credit Card,True,Website,Government,Defend the Great Apes,2025,5,6,1,0,0,Low
d60a33c36ee1e5b08fb439704e95b90f0f8bfdee1fee2a2f796f584accac370e,50-65,Germany,235.05,2025-02-16,Bank Transfer,True,Online advertising,Agriculture,Wildlife Rescue Van Drive,2025,2,6,1,0,1,High
3d4f4386764a755bf478151ab7465cf6488282adc109829e84be993110e056fc,66-80,New Zealand,3.8,2024-01-11,Paypal,True,Local event,Others,Rescue Orphaned Gorillas,2024,1,3,1,0,0,Low
ae10b6479df55d846638ffb0fe21639ca27e8eb842448a3f95506ca6e4dc3b25,30-49,UK,11.38,2024-05-15,Cheque,False,Newsletter,Law,Reforest the Sanctuary,2024,5,2,0,1,0,Low
0f22bd2b035d74f62ceb43b83949e9a6ab3737a6199f7213bd51ca771e122b55,66-80,Germany,135.15,2025-05-22,Cheque,True,Word of mouth,Agriculture,Wildlife Rescue Van Drive,2025,5,3,0,1,1,High
4b7472b9c00316ba039765e29261e8f9b9c9eed4319fade6786284e13e59cfa8,18-29,France,8.01,2024-10-01,Bank Transfer,False,Social Media,Technology,Jungle Education Project,2024,10,1,1,0,0,Low
dcbf31b10307d54aec5059b7fc90dba127caebda03367f22a0d160130228f049,18-29,Netherlands,6.98,2023-12-30,Paypal,True,Social Media,Logistics,Jungle Education Project,2023,12,5,1,0,0,Low
c4d065f15b67df5bfb931adcb7964399bb75413815ce18820712c8c68e20ba23,30-49,Germany,64.41,2024-01-30,Bank Transfer,True,Social Media,Energy,Habitat for Hope,2024,1,1,0,1,1,Medium
4ad7a5ee48e7ae531d02fb2f6668723d8cd7d523f45b8f401cc12f1ea22a4811,30-49,USA,34.84,2023-12-19,Paypal,True,Social Media,Logistics,Habitat for Hope,2023,12,1,0,1,0,Medium
3473d366dd16ce834be1e263266d6949252055a92b4b60eb5fb55de05419cd56,30-49,New Zealand,71.43,2025-04-23,Cheque,True,Online advertising,Consulting,Defend the Great Apes,2025,4,2,1,0,1,Medium
4b4527c3f2e72310b0c52ae72d6380f22543c1e0b4588ad793c9c86446badedc,30-49,South Africa,171.06,2024-02-12,Bank Transfer,False,Online advertising,Education,Rescue Orphaned Gorillas,2024,2,0,0,1,1,High
e111aa4f1105bf57bdd5514bade43b6f068e9ce276149ba26849fee528ae8ce1,50-65,India,79.96,2023-09-05,Credit Card,False,Word of mouth,Consulting,Jungle Education Project,2023,9,1,0,1,0,Medium
7d5f85dd929922dd05b0a78971e6a3c16f58cec662cf7308e1bc84603bb6f44e,50-65,Australia,130.2,2024-09-19,Paypal,True,Newsletter,Law,Wildlife Rescue Van Drive,2024,9,3,1,0,1,High
6ddf703ea264bb297d8ac1d4791fb5c68d6f85af8c6c5ac0e2845d81a6b355cf,30-49,Netherlands,142.56,2024-09-16,Paypal,False,Social Media,Science & Research,Habitat for Hope,2024,9,0,0,1,1,High
72c0d8c4fcfdb4e171c7f70d4bb94dc360a75cc983daf3b22d4bafd406d4f058,30-49,Germany,15.91,2024-07-11,Credit Card,True,Online advertising,Law,Defend the Great Apes,2024,7,3,1,0,0,Low
9a1b2ffdd587a17802c05c2505b22e0564d25a43eb1706367709ebfd35bb5724,50-65,USA,96.35,2025-04-02,Cheque,False,Newsletter,Agriculture,Wildlife Rescue Van Drive,2025,4,2,1,0,0,Medium
3588d31df15c00ec10e13d852d53a4e6fb9a6d8a043a07d496c3da852a669fe5,30-49,Finland,80.72,2023-08-10,Paypal,True,Word of mouth,Pharmaceuticals,Reforest the Sanctuary,2023,8,3,0,1,1,Medium
1b11d3f951c5d1bacea5dd52a07eadfeb3a1a0f0c930b98f8c8b239e31db63f8,18-29,USA,36.29,2023-11-24,Cheque,False,Social Media,Government,Rescue Orphaned Gorillas,2023,11,4,0,1,1,Medium
cf20b4d375045035321f6f85d4f46acf48a7ffca4831cebc59eecdefd793074f,30-49,USA,133.43,2024-09-30,Cheque,True,Local event,Environment,Marine Mammal Defense Mission,2024,9,0,0,0,1,High
d514b18e6eef1030927258e974a36c1cce3dec7504e841efeeeb68b1fd34e6cc,30-49,Canada,98.38,2023-08-25,Cheque,False,Online advertising,Finance/Banking,Defend the Great Apes,2023,8,4,0,1,1,Medium
c9c682f86d51170fcb5d256aa0a093c202cbf840408cb12e0159c3b5bcd60ba6,30-49,France,1.95,2024-05-30,Paypal,True,Newsletter,Energy,Rescue Orphaned Gorillas,2024,5,3,1,0,0,Low
ba4c528c95567ecf1553212a7a6462ea0193fe6304773e06545d1541db1706e3,50-65,Australia,71.32,2024-06-09,Credit Card,True,Local event,Finance/Banking,Defend the Great Apes,2024,6,6,1,0,1,Medium
b8f8e0694ba5a14411af2aa732f8c415a777506de712859e7528aa796e13a136,50-65,South Africa,10.63,2024-08-11,Paypal,False,Online advertising,Retail,Rescue Orphaned Gorillas,2024,8,6,1,0,0,Low
8d4ea93a533594b29f42d2efce1f6ae016536af9899c927c25cee712cd89372c,50-65,USA,224.99,2023-10-16,Bank Transfer,False,Social Media,Construction,Jungle Education Project,2023,10,0,1,0,1,High
fb468cba083d629dc33ed2eb1c06f6c60d150c7132db2724be7cc39ad49f07bf,50-65,France,32.44,2025-02-08,Cheque,False,Online advertising,Energy,Reforest the Sanctuary,2025,2,5,1,0,0,Medium
801afd36e116bb74cc215c3fedb99524bd4bf52a94921518cbaed927208f3072,50-65,Australia,66.09,2024-01-19,Paypal,True,Website,Agriculture,Marine Mammal Defense Mission,2024,1,4,0,1,1,Medium
d2b17528073198d65a72521341af0e83acb95857688c1bf05bff0f545b6d1274,30-49,South Africa,10.41,2024-11-28,Bank Transfer,False,Website,Finance/Banking,Reforest the Sanctuary,2024,11,3,1,0,0,Low
ea889d2d3a3a009c24f8bcdcff5e9f8517c10bef02e4ebc8d0fc2070422f9652,30-49,USA,138.17,2024-11-01,Credit Card,False,Word of mouth,Energy,Jungle Education Project,2024,11,4,0,1,1,High
953b0fb1a8d4b7c1d325954066c15c865b934a0c5b2841281a2edfa34dcbac80,30-49,New Zealand,97.85,2023-10-23,Bank Transfer,False,Word of mouth,Finance/Banking,Defend the Great Apes,2023,10,0,0,1,0,Medium
2c19f125857e41168e6c25d185355b57a0f09fcef0b1010f0652328e54e6dd94,50-65,USA,40.67,2024-04-16,Cheque,False,Local event,Energy,Reforest the Sanctuary,2024,4,1,0,1,0,Medium
b2c79cd81bc7d93e3f411268f8c0434257bf2d2248015e407bfaf35a5552b917,30-49,France,4.96,2025-03-25,Cheque,True,Social Media,Retail,Habitat for Hope,2025,3,1,0,1,0,Low
c097cfb90a48e22a4b4f1cde5193071e4611d39b89abb32bb2005ee49011bd1a,66-80,New Zealand,23.64,2024-02-14,Cheque,True,Online advertising,Media & Communication,Habitat for Hope,2024,2,2,1,0,0,Low
815e44742676928dd60edea4c1674adde9b34eaf49aad3ba0d99e0f9dbfe6de5,30-49,South Africa,78.51,2024-05-11,Paypal,False,Local event,Arts & Culture,Defend the Great Apes,2024,5,5,1,0,1,Medium
5f39b66f6619164c33f6cfbe72ccb9db3dffa396f833772821ae7f7b90d4c6b0,30-49,Canada,94.69,2025-04-25,Bank Transfer,True,Newsletter,Construction,Defend the Great Apes,2025,4,4,0,1,0,Medium
05e761e1839a66bc61078a7714f367a00019819d912c25bce976921576d8398f,66-80,South Africa,19.66,2024-05-22,Paypal,False,Word of mouth,Healthcare,Rescue Orphaned Gorillas,2024,5,2,0,1,0,Low
a757c22ffd45d3576bb34c3b38d3322cdb7f911bf103c8d60b248ef51404663e,50-65,Germany,178.35,2024-12-07,Cheque,False,Online advertising,Media & Communication,Wildlife Rescue Van Drive,2024,12,5,1,0,0,High
a31ee3f6a7c2be2504a2aded871aa4afd331c0b831ef11913add1892434475d4,50-65,UK,9.78,2024-11-19,Bank Transfer,True,Newsletter,Government,Jungle Education Project,2024,11,1,1,0,0,Low
3b3f3c73291eba5f0965a106d6b7dc4c59d08e825f551815124a7a24318f0b4a,50-65,UK,95.39,2023-12-10,Cheque,True,Word of mouth,Consulting,Wildlife Rescue Van Drive,2023,12,6,1,0,0,Medium
6ee8292ab7832c2a40a489e9c5029b84ae13ba126110d65367448ca3977f7635,18-29,France,3.0,2023-08-18,Paypal,True,Social Media,Finance/Banking,Reforest the Sanctuary,2023,8,4,1,0,0,Low
d62aa57109f2f50c404caf5167291e5e3c89e23ff139d5c4a7f20d616a0ccf0f,66-80,USA,144.26,2023-07-20,Cheque,True,Website,Technology,Rescue Orphaned Gorillas,2023,7,3,0,1,1,High
bf9afaa8a8ff60420892c8d0cf952b8a16b9876dd324e342d33c49a3d21c914b,18-29,Australia,14.53,2023-08-22,Paypal,True,Website,Hospitality,Defend the Great Apes,2023,8,1,0,1,0,Low
c08d47a1fdcc96174f7aebbbfd7b8c55e98e7efc65f806904405ecb7620eb40a,66-80,Finland,1.75,2024-12-24,Bank Transfer,True,Online advertising,Energy,Marine Mammal Defense Mission,2024,12,1,0,1,0,Low
f171eda7832ce55aac5e08ed78dc8fd48409bf04b3b9dcc1d3487a77e21a6185,30-49,Germany,9.08,2023-06-26,Cheque,True,Local event,Construction,Reforest the Sanctuary,2023,6,0,1,0,0,Low
6e47347e3630ca9849c61577b8eb89f9d0b8351dbc6cf674bb761c2196376b1d,30-49,Canada,112.48,2024-02-08,Cheque,True,Newsletter,Education,Marine Mammal Defense Mission,2024,2,3,1,0,0,High
fc3dd4a221c2652b9e8ac9c8b5d36fbf66c498cb6bce5a9bbdf5febdaf97e3d6,50-65,Netherlands,134.26,2025-05-14,Cheque,True,Newsletter,Finance/Banking,Rescue Orphaned Gorillas,2025,5,2,1,0,0,High
51e5d9d070fb62d1a41036bb4bcc5d0b24ce62eee8d7d0864578e32e07069de3,30-49,Brazil,36.12,2024-12-16,Paypal,False,Website,Arts & Culture,Marine Mammal Defense Mission,2024,12,0,0,1,1,Medium
4941d28a8f11d0ec62a9781cf06a12e6045c01f81eb5f60e18b6d109aeae487e,30-49,India,60.75,2025-01-18,Credit Card,False,Online advertising,Technology,Jungle Education Project,2025,1,5,0,1,0,Medium
